trade_date,open,high,low,close,volume,turnover_rate
2024-05-27,21.03,21.34,20.73,21.08,6122.0,
2024-05-28,21.15,21.33,20.57,20.67,5681.0,
2024-05-29,20.93,21.28,20.68,20.86,6463.0,
2024-05-30,20.86,21.21,20.64,21.12,7746.0,
2024-05-31,21.25,21.61,20.95,21.42,8118.0,
2024-06-03,21.4,21.58,20.63,20.87,8909.0,
2024-06-04,20.86,21.21,20.19,20.46,7917.0,
2024-06-05,20.53,20.53,19.87,19.89,7493.0,
2024-06-06,19.98,20.08,18.67,18.85,12040.0,
2024-06-07,18.95,19.42,18.89,19.41,9312.0,
2024-06-11,19.41,19.79,18.95,19.43,5574.0,
2024-06-12,19.47,20.4,19.46,20.25,9791.0,
2024-06-13,20.2,21.44,20.11,20.94,15563.0,
2024-06-14,21.12,21.41,20.67,21.14,10880.0,
2024-06-17,21.12,21.47,20.93,21.36,9644.0,
2024-06-18,21.04,21.53,21.04,21.47,8577.0,
2024-06-19,21.42,21.42,21.18,21.21,6626.0,
2024-06-20,21.38,21.38,20.48,20.5,7677.0,
2024-06-21,20.38,20.62,19.99,20.01,9771.0,
2024-06-24,19.82,20.16,18.95,19.0,11691.0,
2024-06-25,19.0,19.67,18.92,19.47,9928.0,
2024-06-26,19.47,20.18,19.3,20.14,7380.0,
2024-06-27,20.08,20.43,19.53,19.56,8455.0,
2024-06-28,19.41,20.26,19.41,19.92,6539.0,
2024-07-01,19.73,20.21,19.54,20.11,10092.0,
2024-07-02,20.09,20.33,19.75,19.93,5600.0,
2024-07-03,19.99,19.99,19.46,19.52,5332.0,
2024-07-04,19.8,19.8,18.76,18.86,8706.0,
2024-07-05,18.69,19.1,18.46,19.03,6464.0,
2024-07-08,19.1,19.1,18.33,18.33,5436.0,
2024-07-09,18.17,18.72,17.83,18.62,5922.0,
2024-07-10,18.88,18.88,18.26,18.33,4126.0,
2024-07-11,18.76,19.19,18.33,19.15,6867.0,
2024-07-12,19.15,19.19,18.73,18.86,4489.0,
2024-07-15,18.91,18.91,18.15,18.29,5203.0,
2024-07-16,18.13,18.4,17.98,18.32,4766.0,
2024-07-17,18.42,18.42,17.93,17.94,4665.0,
2024-07-18,17.93,18.16,17.38,18.04,7562.0,
2024-07-19,18.04,18.48,17.88,18.3,5920.0,
2024-07-22,18.3,18.35,17.92,18.15,5242.0,
2024-07-23,18.35,18.36,17.93,17.94,5145.0,
2024-07-24,17.94,18.31,17.72,17.94,7548.0,
2024-07-25,17.86,18.5,17.81,18.33,8720.0,
2024-07-26,18.22,18.91,18.08,18.82,13012.0,
2024-07-29,18.5,18.66,17.95,18.35,10631.0,
2024-07-30,18.09,18.29,17.82,18.26,8131.0,
2024-07-31,18.26,18.86,18.13,18.79,10300.0,
2024-08-01,18.73,19.02,18.51,18.77,9577.0,
2024-08-02,18.65,18.86,18.49,18.56,6790.0,
2024-08-05,18.13,18.68,18.13,18.35,9700.0,
2024-08-06,18.33,18.58,18.21,18.46,10086.0,
2024-08-07,18.12,18.73,18.12,18.37,14737.0,
2024-08-08,18.4,18.42,17.83,17.88,10756.0,
2024-08-09,17.71,18.09,17.71,17.9,6912.0,
2024-08-12,17.75,17.96,17.68,17.77,5050.0,
2024-08-13,17.77,17.94,17.55,17.94,3617.0,
2024-08-14,17.94,18.03,17.66,17.68,3365.0,
2024-08-15,17.91,17.91,17.48,17.65,4490.0,
2024-08-16,17.65,17.82,17.63,17.72,3483.0,
2024-08-19,17.73,17.81,17.51,17.6,3918.0,
2024-08-20,17.6,17.88,17.32,17.33,4521.0,
2024-08-21,17.48,17.48,17.19,17.33,2503.0,
2024-08-22,17.85,17.85,17.02,17.02,3667.0,
