trade_date,open,high,low,close,volume,turnover_rate
2024-05-27,19.69,22.03,19.6,21.98,91605.0,
2024-05-28,21.55,23.07,21.31,21.72,109616.0,
2024-05-29,21.61,22.38,21.61,22.24,77412.0,
2024-05-30,21.7,22.23,21.52,21.78,64311.0,
2024-05-31,21.6,21.69,20.62,20.63,67739.0,
2024-06-03,19.82,20.08,18.75,19.26,70729.0,
2024-06-04,19.18,19.2,18.34,18.75,39119.0,
2024-06-05,18.66,18.68,17.64,17.65,44676.0,
2024-06-06,17.74,18.47,17.3,17.46,50737.0,
2024-06-07,17.49,21.11,17.47,21.11,75511.0,
2024-06-11,22.75,25.49,22.68,25.49,151535.0,
2024-06-12,28.68,30.59,26.4,29.2,278571.0,
2024-06-13,30.48,33.65,30.48,32.06,276720.0,
2024-06-14,31.04,32.31,29.59,31.83,220991.0,
2024-06-17,32.48,33.15,30.89,32.3,217848.0,
2024-06-18,31.95,36.69,30.7,35.63,263261.0,
2024-06-19,33.5,34.65,31.8,32.2,234032.0,
2024-06-20,30.44,31.68,29.11,29.2,187666.0,
2024-06-21,28.6,29.15,26.95,27.08,151095.0,
2024-06-24,27.1,27.64,26.56,27.33,129417.0,
2024-06-25,27.2,28.08,26.41,27.21,127240.0,
2024-06-26,26.43,27.69,25.9,27.68,124274.0,
2024-06-27,27.09,27.53,25.69,25.71,124924.0,
2024-06-28,25.48,26.05,25.0,25.22,110816.0,
2024-07-01,25.45,25.6,24.4,25.1,72670.0,
2024-07-02,25.1,25.13,24.16,24.46,70448.0,
2024-07-03,24.46,24.49,23.55,23.95,59444.0,
2024-07-04,23.83,23.95,23.1,23.24,50898.0,
2024-07-05,23.13,23.58,22.72,23.29,46386.0,
2024-07-08,23.4,23.87,22.9,23.04,78049.0,
2024-07-09,23.27,24.19,22.72,24.06,118618.0,
2024-07-10,23.8,24.62,23.61,24.05,104716.0,
2024-07-11,24.34,24.58,23.55,24.1,103530.0,
2024-07-12,23.8,23.81,22.95,23.04,82783.0,
2024-07-15,23.42,23.54,22.41,22.51,50971.0,
2024-07-16,22.51,22.63,21.88,22.27,50290.0,
2024-07-17,22.49,22.49,21.28,21.3,56521.0,
2024-07-18,21.15,25.72,21.15,25.72,191906.0,
2024-07-19,26.15,31.02,25.72,31.02,207012.0,
2024-07-22,33.1,33.1,28.88,30.3,251107.0,
2024-07-23,31.03,33.39,30.06,31.43,251314.0,
2024-07-24,28.21,29.86,26.8,27.02,207563.0,
2024-07-25,28.76,30.64,27.28,27.36,201899.0,
2024-07-26,26.47,27.06,24.91,25.55,174990.0,
2024-07-29,26.7,30.82,26.64,30.82,147548.0,
2024-07-30,30.94,31.2,28.74,29.1,200619.0,
2024-07-31,29.5,33.73,28.5,32.13,231265.0,
2024-08-01,30.63,33.83,30.63,31.7,202715.0,
2024-08-02,30.4,30.68,29.15,29.18,148272.0,
2024-08-05,28.18,29.68,27.8,28.75,102399.0,
2024-08-06,29.2,29.58,27.48,29.2,100786.0,
2024-08-07,28.48,29.15,28.14,28.31,76436.0,
2024-08-08,27.87,31.09,27.13,29.34,137073.0,
2024-08-09,30.11,31.48,28.94,28.98,123604.0,
2024-08-12,27.77,29.58,27.76,28.23,86726.0,
2024-08-13,28.0,29.0,27.71,28.89,76820.0,
2024-08-14,28.46,29.7,28.46,28.98,93948.0,
2024-08-15,28.36,28.48,27.3,27.85,86709.0,
2024-08-16,27.85,27.93,26.55,26.67,93880.0,
2024-08-19,26.08,26.5,25.74,25.9,59233.0,
2024-08-20,25.92,27.22,25.72,26.0,82888.0,
2024-08-21,26.0,26.57,25.28,26.33,55562.0,
2024-08-22,26.39,27.41,25.41,27.41,89273.0,
2024-08-23,26.99,28.08,26.4,26.4,95243.0,
2024-08-26,25.51,25.87,24.66,25.4,77087.0,
2024-08-27,25.1,26.21,24.96,25.64,68369.0,
2024-08-28,25.25,27.15,25.2,26.36,75763.0,
2024-08-29,25.9,26.8,25.61,26.19,66597.0,
2024-08-30,26.55,31.53,26.55,31.53,144615.0,
2024-09-02,30.49,32.05,29.7,30.42,171199.0,
2024-09-03,30.1,31.35,29.31,30.45,102605.0,
2024-09-04,29.91,33.38,29.4,30.57,170319.0,
2024-09-05,30.21,31.12,29.95,30.19,107373.0,
2024-09-06,29.9,31.7,29.86,30.35,130294.0,
2024-09-09,30.66,32.58,30.51,31.38,121564.0,
2024-09-10,30.5,31.29,28.82,30.75,104950.0,
2024-09-11,30.42,30.46,29.2,29.39,79749.0,
2024-09-12,29.78,29.82,27.98,28.06,86763.0,
2024-09-13,27.98,28.47,27.26,27.49,55288.0,
2024-09-18,29.28,29.7,27.66,28.09,109025.0,
2024-09-19,27.88,29.39,27.73,28.23,94747.0,
2024-09-20,27.78,28.18,27.07,27.43,70378.0,
2024-09-23,27.16,27.84,26.86,27.83,60065.0,
2024-09-24,27.53,32.31,27.51,29.96,143297.0,
2024-09-25,29.5,31.97,29.5,30.31,129781.0,
2024-09-26,30.08,30.82,29.91,30.6,102346.0,
2024-09-27,31.01,34.0,30.69,32.69,145179.0,
2024-09-30,34.2,39.33,33.0,39.33,176111.0,
2024-10-08,47.3,47.3,44.69,47.3,131886.0,
2024-10-09,44.0,56.5,43.95,48.14,204603.0,
2024-10-10,47.99,55.19,44.15,51.25,177350.0,
2024-10-11,47.74,51.38,45.65,46.7,133499.0,
2024-10-14,44.35,51.38,42.8,50.79,150910.0,
2024-10-15,49.19,55.5,48.51,49.14,174670.0,
2024-10-16,48.3,56.07,48.15,52.85,166973.0,
2024-10-17,52.0,54.0,50.5,50.81,142848.0,
2024-10-18,50.33,61.01,49.3,61.01,214248.0,
