trade_date,open,high,low,close,volume,turnover_rate
2025-11-07,96.94,96.94,68.0,70.52,238641.0,
2025-11-10,69.9,76.01,68.02,72.82,147538.0,
2025-11-11,71.0,72.5,66.66,69.56,131219.0,
2025-11-12,68.87,68.87,66.8,66.83,77669.0,
2025-11-13,66.99,67.65,65.55,65.71,81484.0,
2025-11-14,64.53,64.7,62.48,62.48,73186.0,
2025-11-17,61.57,62.98,61.56,62.51,41169.0,
2025-11-18,62.51,67.57,62.18,66.22,104038.0,
2025-11-19,67.99,69.69,67.8,69.35,75025.0,
2025-11-20,69.35,76.29,68.95,75.27,123793.0,
2025-11-21,74.28,76.28,72.31,72.77,78873.0,
2025-11-24,73.2,77.19,72.8,73.99,77166.0,
2025-11-25,76.68,77.18,72.1,73.48,76648.0,
2025-11-26,73.0,74.4,71.6,72.06,57374.0,
2025-11-27,70.8,72.73,69.24,69.51,49589.0,
2025-11-28,68.6,69.5,66.46,67.56,40532.0,
2025-12-01,67.83,71.8,67.83,69.71,41381.0,
2025-12-02,68.97,68.99,66.83,67.09,30672.0,
2025-12-03,66.54,73.8,66.54,73.8,65016.0,
2025-12-04,72.78,74.45,70.53,70.91,64650.0,
2025-12-05,70.1,72.38,68.07,71.47,55999.0,
2025-12-08,70.68,73.6,70.45,72.7,41988.0,
2025-12-09,73.22,79.9,72.5,78.4,62883.0,
2025-12-10,77.0,77.48,74.58,75.03,43474.0,
2025-12-11,74.03,75.59,72.8,73.05,34894.0,
2025-12-12,72.55,73.24,70.56,70.75,36386.0,
2025-12-15,70.7,71.38,69.6,70.58,28490.0,
2025-12-16,70.6,70.6,66.78,67.44,33451.0,
2025-12-17,67.02,68.25,66.19,68.13,28576.0,
2025-12-18,67.03,68.1,66.45,66.9,21704.0,
2025-12-19,66.8,67.96,66.69,66.91,20328.0,
2025-12-22,66.67,68.56,66.66,67.89,25187.0,
2025-12-23,67.9,69.46,67.18,67.7,27844.0,
2025-12-24,67.9,67.97,64.39,66.07,39309.0,
2025-12-25,65.3,65.98,65.2,65.51,22307.0,
2025-12-26,65.55,66.08,64.79,65.09,24748.0,
2025-12-29,65.0,65.98,63.78,64.0,32117.0,
2025-12-30,63.7,63.9,62.85,63.61,16123.0,
2025-12-31,63.72,63.93,62.49,62.49,21754.0,
