trade_date,open,high,low,close,volume,turnover_rate
2024-05-27,17.03,17.25,16.59,17.23,161680.0,
2024-05-28,17.22,17.26,16.94,17.0,118491.0,
2024-05-29,17.03,17.28,16.97,17.1,110156.0,
2024-05-30,17.0,17.77,17.0,17.51,201374.0,
2024-05-31,17.48,18.17,17.48,17.81,183609.0,
2024-06-03,17.94,18.37,17.84,17.99,216342.0,
2024-06-04,17.93,18.14,17.8,18.05,103141.0,
2024-06-05,18.04,18.43,17.98,18.27,162216.0,
2024-06-06,18.28,18.33,17.68,17.94,237461.0,
2024-06-07,17.95,17.99,17.35,17.55,147517.0,
2024-06-11,17.39,18.15,17.33,18.09,123868.0,
2024-06-12,18.0,18.24,17.93,18.11,98530.0,
2024-06-13,18.12,18.57,18.11,18.42,168104.0,
2024-06-14,18.27,18.66,18.15,18.15,202809.0,
2024-06-17,18.15,18.68,18.06,18.53,145793.0,
2024-06-18,18.51,18.66,18.39,18.5,77316.0,
2024-06-19,18.51,18.53,18.07,18.08,95369.0,
2024-06-20,18.08,18.26,17.9,17.96,75636.0,
2024-06-21,17.87,18.24,17.73,17.94,72272.0,
2024-06-24,17.74,17.84,17.48,17.49,78396.0,
2024-06-25,17.49,17.84,17.31,17.4,80993.0,
2024-06-26,17.33,17.78,17.19,17.76,96029.0,
2024-06-27,17.6,17.75,16.97,16.98,115743.0,
2024-06-28,16.96,17.44,16.91,17.29,76439.0,
2024-07-01,17.22,17.43,16.96,17.35,66706.0,
2024-07-02,17.43,17.52,17.08,17.29,78420.0,
2024-07-03,17.32,18.05,17.3,17.38,86458.0,
2024-07-04,17.3,17.98,17.28,17.45,126551.0,
2024-07-05,17.43,17.43,16.83,17.22,94977.0,
2024-07-08,17.19,17.24,16.8,16.85,71854.0,
2024-07-09,17.01,17.95,16.88,17.86,164500.0,
2024-07-10,17.88,18.13,17.63,17.73,116294.0,
2024-07-11,17.94,18.13,17.62,17.78,109446.0,
2024-07-12,17.74,17.74,17.08,17.24,154006.0,
2024-07-15,17.09,17.2,16.94,17.07,91291.0,
2024-07-16,16.91,17.08,16.91,16.97,91935.0,
2024-07-17,17.0,17.03,16.65,16.79,99965.0,
2024-07-18,16.74,16.84,16.45,16.64,83019.0,
2024-07-19,16.58,17.06,16.53,16.89,72396.0,
2024-07-22,16.83,16.94,16.31,16.46,99705.0,
2024-07-23,16.53,16.57,15.81,15.83,128284.0,
2024-07-24,15.7,15.77,14.98,15.01,173985.0,
2024-07-25,14.98,15.18,14.7,15.04,89994.0,
2024-07-26,15.12,15.7,15.12,15.51,107569.0,
2024-07-29,15.52,15.63,14.98,15.06,89019.0,
2024-07-30,15.03,15.13,14.7,15.08,75413.0,
2024-07-31,15.05,15.84,14.98,15.8,123318.0,
2024-08-01,15.86,16.04,15.55,15.68,85294.0,
2024-08-02,15.52,15.66,15.31,15.37,65349.0,
2024-08-05,15.28,15.53,14.91,14.99,81315.0,
2024-08-06,15.23,15.77,15.23,15.52,141626.0,
2024-08-07,15.48,15.71,15.35,15.54,53436.0,
2024-08-08,15.49,15.68,15.16,15.64,79488.0,
2024-08-09,15.6,15.93,15.52,15.54,56639.0,
2024-08-12,15.4,15.61,15.35,15.52,39444.0,
2024-08-13,15.48,15.63,15.39,15.59,41014.0,
2024-08-14,15.62,15.64,15.31,15.35,47576.0,
2024-08-15,15.29,15.8,15.24,15.67,75181.0,
2024-08-16,15.6,15.74,15.46,15.47,52407.0,
2024-08-19,15.48,15.66,15.27,15.32,56127.0,
2024-08-20,15.36,15.37,15.1,15.3,46200.0,
2024-08-21,15.15,15.37,15.02,15.11,46095.0,
2024-08-22,15.13,15.23,14.55,14.76,108439.0,
2024-08-23,14.75,14.9,14.62,14.73,87189.0,
2024-08-26,14.74,14.89,14.6,14.75,47037.0,
2024-08-27,14.75,14.92,14.45,14.83,73760.0,
2024-08-28,14.78,14.98,14.72,14.93,55958.0,
2024-08-29,14.81,15.78,14.81,15.64,124217.0,
2024-08-30,15.64,16.18,15.53,15.95,133365.0,
2024-09-02,15.93,16.03,15.65,15.65,65683.0,
2024-09-03,15.72,16.06,15.59,15.97,62481.0,
2024-09-04,15.88,16.38,15.84,16.15,85417.0,
2024-09-05,16.25,16.75,16.15,16.57,108197.0,
2024-09-06,16.66,16.73,16.28,16.3,51378.0,
2024-09-09,16.3,16.39,16.17,16.21,41866.0,
2024-09-10,16.25,16.52,16.15,16.41,52011.0,
2024-09-11,16.4,16.76,16.26,16.73,77239.0,
2024-09-12,16.71,16.85,16.43,16.45,57003.0,
2024-09-13,16.38,16.49,16.3,16.33,45707.0,
2024-09-18,16.33,16.58,16.18,16.53,63653.0,
2024-09-19,16.67,16.77,16.33,16.51,76650.0,
2024-09-20,16.47,16.76,16.38,16.49,63318.0,
2024-09-23,16.49,16.81,16.38,16.55,61078.0,
2024-09-24,16.68,16.92,16.28,16.85,114766.0,
2024-09-25,16.89,17.14,16.52,16.67,139182.0,
2024-09-26,16.59,17.11,16.55,17.11,101414.0,
2024-09-27,17.17,17.93,17.17,17.83,151242.0,
2024-09-30,18.1,19.53,17.98,19.38,269313.0,
2024-10-08,21.19,21.28,19.44,20.42,285267.0,
2024-10-09,19.89,21.08,19.23,20.08,270446.0,
2024-10-10,20.06,21.08,19.69,20.51,215536.0,
2024-10-11,20.29,20.63,18.55,18.94,254839.0,
2024-10-14,18.96,19.13,18.3,18.95,226547.0,
2024-10-15,18.97,18.97,17.81,18.21,332924.0,
2024-10-16,17.88,18.38,17.63,18.01,174365.0,
2024-10-17,18.08,18.35,17.81,17.83,114500.0,
2024-10-18,17.8,18.98,17.71,18.55,205004.0,
2024-10-21,18.56,18.62,18.04,18.12,183646.0,
2024-10-22,18.17,18.93,17.98,18.64,205750.0,
2024-10-23,18.8,18.87,18.38,18.53,135783.0,
2024-10-24,18.85,19.49,18.78,18.8,223728.0,
2024-10-25,19.13,19.6,18.91,19.44,184590.0,
2024-10-28,19.28,19.57,18.88,19.1,145120.0,
2024-10-29,19.13,19.37,18.85,18.96,122387.0,
2024-10-30,18.69,19.49,18.69,19.07,122023.0,
