rank,symbol,name,signal_date,last_bar_date,sample_count,expected_return_5d,probability_up_5d,train_window_5d,ridge_alpha_5d,validation_mae_5d,validation_direction_accuracy_5d,expected_return_10d,probability_up_10d,train_window_10d,ridge_alpha_10d,validation_mae_10d,validation_direction_accuracy_10d
1694,000009,中国宝安,2026-07-14,2026-07-14,518,-0.01851707866336518,0.2,180,10.0,0.02832226163050546,0.7333333333333333,-0.02599952294003363,0.13333333333333333,180,10.0,0.038437185827517276,0.8166666666666667
1695,601579,会稽山,2026-07-14,2026-07-14,518,-0.018532438496782277,0.18333333333333332,120,10.0,0.029610070672467896,0.75,-0.016845014464315487,0.2,120,10.0,0.03571927336793804,0.75
1696,002410,广联达,2026-07-14,2026-07-14,518,-0.018543965334719775,0.11666666666666667,240,10.0,0.035759919076576815,0.5833333333333334,-0.029252835228781447,0.08333333333333333,120,10.0,0.05623678288798435,0.5833333333333334
1697,000917,电广传媒,2026-07-14,2026-07-14,518,-0.018552581826092537,0.21666666666666667,240,10.0,0.05085307249821272,0.5,-0.055228955811555756,0.08333333333333333,180,10.0,0.07068483690518122,0.5833333333333334
1698,600551,时代出版,2026-07-14,2026-07-14,518,-0.018562977496809477,0.21666666666666667,120,10.0,0.027590536056676017,0.6,-0.012035825327064957,0.1,120,10.0,0.036344440479117925,0.6833333333333333
1699,603797,联泰环保,2026-07-14,2026-07-14,518,-0.018641640695149966,0.15,120,10.0,0.026605693157908717,0.6166666666666667,-0.02174082520328676,0.15,120,10.0,0.03805127662151509,0.7833333333333333
1700,600251,冠农股份,2026-07-14,2026-07-14,518,-0.01865288292676389,0.3333333333333333,180,1.0,0.049901772931920906,0.5833333333333334,-0.036784780900223434,0.25,120,1.0,0.06644772920019877,0.7333333333333333
1701,002330,得利斯,2026-07-14,2026-07-14,518,-0.018669566440193186,0.11666666666666667,120,0.1,0.030594806888002347,0.6166666666666667,-0.03422531761698642,0.08333333333333333,120,10.0,0.04302819343665962,0.6666666666666666
1702,000652,泰达股份,2026-07-14,2026-07-14,518,-0.018669775628045077,0.18333333333333332,240,0.1,0.025977301901488933,0.75,-0.01645232694193763,0.26666666666666666,240,0.1,0.04634271685783324,0.7666666666666667
1703,603269,海鸥股份,2026-07-14,2026-07-14,518,-0.018680447517009615,0.48333333333333334,180,10.0,0.10869380662405057,0.4666666666666667,-0.18996205830735158,0.21666666666666667,180,0.1,0.13699565425000212,0.8
1704,000995,皇台酒业,2026-07-14,2026-07-14,518,-0.01872898346960815,0.4,240,10.0,0.037912371892335116,0.75,-0.0322612351352797,0.2833333333333333,240,0.1,0.0601380933877617,0.7166666666666667
1705,600035,楚天高速,2026-07-14,2026-07-14,518,-0.018759297347535148,0.13333333333333333,120,10.0,0.016712874606408138,0.7333333333333333,-0.10481085192963516,0.0,120,0.1,0.018511102911852515,0.8166666666666667
1706,600368,五洲交通,2026-07-14,2026-07-14,518,-0.01878132319221903,0.3,240,0.1,0.02491240801309872,0.6333333333333333,-0.062488672278612684,0.03333333333333333,240,0.1,0.03031993502526787,0.6833333333333333
1707,002516,旷达科技,2026-07-14,2026-07-14,513,-0.01884304827518772,0.38333333333333336,120,10.0,0.03593488986076311,0.55,-0.03164726576146722,0.13333333333333333,240,10.0,0.04052708145014558,0.7666666666666667
1708,600639,浦东金桥,2026-07-14,2026-07-14,518,-0.018846742104143704,0.2,180,10.0,0.024028297964275434,0.6,-0.048432823436481344,0.03333333333333333,180,1.0,0.02916536355506937,0.8333333333333334
1709,600426,华鲁恒升,2026-07-14,2026-07-14,518,-0.01887889439185021,0.31666666666666665,240,0.1,0.06570387461399847,0.55,-0.09314266941468699,0.08333333333333333,120,1.0,0.07428079712618117,0.7833333333333333
1710,002412,汉森制药,2026-07-14,2026-07-14,518,-0.01889132758491282,0.31666666666666665,180,10.0,0.041406748203958725,0.55,-0.027046737501402168,0.3333333333333333,120,1.0,0.0591975931264667,0.6
1711,600822,上海物贸,2026-07-14,2026-07-14,518,-0.0189803001009599,0.08333333333333333,120,10.0,0.02942413080513957,0.5833333333333334,-0.03564033417939873,0.05,120,10.0,0.043982827931133596,0.5833333333333334
1712,002353,杰瑞股份,2026-07-14,2026-07-14,518,-0.019025648381558388,0.26666666666666666,120,10.0,0.06855479805752572,0.65,0.15026878040430827,0.9,180,10.0,0.07398096655406428,0.7666666666666667
1713,002797,第一创业,2026-07-14,2026-07-14,518,-0.019042215544365304,0.3333333333333333,240,0.1,0.04123573490140907,0.5,-0.02504140273852596,0.36666666666666664,240,10.0,0.05630792385501285,0.5333333333333333
1714,603605,珀莱雅,2026-07-14,2026-07-14,518,-0.019089729974777692,0.3,240,10.0,0.04668249591497343,0.48333333333333334,-0.0385277662280268,0.45,120,10.0,0.06397865586336746,0.5333333333333333
1715,002639,雪人集团,2026-07-14,2026-07-14,518,-0.019107706189200862,0.26666666666666666,180,0.1,0.05902807597866973,0.5666666666666667,-0.03874204956598311,0.03333333333333333,120,0.1,0.07995373126323531,0.65
1716,603058,永吉股份,2026-07-14,2026-07-14,508,-0.01911461580454833,0.21666666666666667,240,0.1,0.046715779584786746,0.5333333333333333,-0.015234392549812681,0.18333333333333332,240,10.0,0.06150215344970735,0.5833333333333334
1717,002628,成都路桥,2026-07-14,2026-07-14,518,-0.01913657153940536,0.4,240,10.0,0.0613594671547824,0.4666666666666667,-0.017011173333247677,0.5,240,10.0,0.08107255926880137,0.5
1718,603280,南方路机,2026-07-14,2026-07-14,518,-0.01917575295014979,0.08333333333333333,120,10.0,0.029715013673496153,0.7333333333333333,-0.05533946963129126,0.05,120,1.0,0.043990783064523656,0.7166666666666667
1719,603985,恒润股份,2026-07-14,2026-07-14,518,-0.01928469981396206,0.26666666666666666,240,10.0,0.07068790549320719,0.5333333333333333,0.043144871974878124,0.4666666666666667,240,10.0,0.10758474431634478,0.5166666666666667
1720,002846,英联股份,2026-07-14,2026-07-14,518,-0.019322289727442155,0.26666666666666666,120,10.0,0.05409790140173167,0.7333333333333333,-0.005342717295772202,0.36666666666666664,120,10.0,0.07541908440759507,0.7666666666666667
1721,000726,鲁  泰Ａ,2026-07-14,2026-07-14,518,-0.01932966317812035,0.16666666666666666,120,0.1,0.026778588619747502,0.55,-0.020824917469819064,0.15,120,10.0,0.032518681974615514,0.6666666666666666
1722,600137,浪莎股份,2026-07-14,2026-07-14,518,-0.019478885324262705,0.3333333333333333,120,1.0,0.037198645301352896,0.7,-0.03478790099608924,0.31666666666666665,120,0.1,0.04706559158335664,0.7666666666666667
1723,601186,中国铁建,2026-07-14,2026-07-14,518,-0.01948999288203982,0.1,180,10.0,0.01608443335868679,0.7166666666666667,-0.024093428596061284,0.08333333333333333,240,0.1,0.019898279331430978,0.7833333333333333
1724,603893,瑞芯微,2026-07-14,2026-07-14,518,-0.019528441324813135,0.5333333333333333,120,10.0,0.05764396862460601,0.5833333333333334,-0.033805957573232716,0.5666666666666667,120,1.0,0.0794736686720752,0.5833333333333334
1725,000407,胜利股份,2026-07-14,2026-07-14,508,-0.01955207993530822,0.16666666666666666,240,10.0,0.03792613758529561,0.6166666666666667,-0.0457323821646008,0.06666666666666667,240,0.1,0.052421919754792254,0.5666666666666667
1726,002849,威星智能,2026-07-14,2026-07-14,518,-0.019558114660640415,0.26666666666666666,120,10.0,0.04644766201802179,0.6333333333333333,-0.03670238171500803,0.2,120,1.0,0.05229628949631649,0.7
1727,002758,浙农股份,2026-07-14,2026-07-14,518,-0.019562026108523672,0.18333333333333332,180,10.0,0.03331450305947041,0.4666666666666667,-0.030817949390803248,0.11666666666666667,180,10.0,0.041989568380214455,0.6166666666666667
1728,001215,千味央厨,2026-07-14,2026-07-14,518,-0.019566312894808383,0.4666666666666667,120,10.0,0.05878128615527172,0.7833333333333333,0.01238836724980997,0.65,120,10.0,0.08218942018315434,0.7
1729,603171,税友股份,2026-07-14,2026-07-14,518,-0.01961273803893532,0.3,180,10.0,0.0652681245633787,0.5666666666666667,0.007098388933517429,0.3333333333333333,240,10.0,0.07698483454689065,0.7166666666666667
1730,601865,福莱特,2026-07-14,2026-07-14,518,-0.019664685838021594,0.16666666666666666,120,10.0,0.04093624156330048,0.6333333333333333,-0.04570489273800049,0.08333333333333333,180,0.1,0.04606135767915836,0.7666666666666667
1731,601818,光大银行,2026-07-14,2026-07-14,518,-0.01970325561835778,0.16666666666666666,120,10.0,0.01454701078058262,0.7333333333333333,-0.05009678324189394,0.0,120,0.1,0.012986809715116373,0.6833333333333333
1732,000898,鞍钢股份,2026-07-14,2026-07-14,518,-0.019735434025958915,0.03333333333333333,180,10.0,0.024239833965869713,0.6333333333333333,-0.032610358328376,0.03333333333333333,120,10.0,0.03611112184659926,0.6
1733,002860,星帅尔,2026-07-14,2026-07-14,518,-0.019830152510838486,0.55,180,0.1,0.05422365368327379,0.6166666666666667,-0.04522176358846666,0.5333333333333333,180,10.0,0.07429795937274483,0.6333333333333333
1734,600692,亚通股份,2026-07-14,2026-07-14,518,-0.019835926475290738,0.23333333333333334,120,10.0,0.04363702611737878,0.5833333333333334,-0.027860810433508083,0.26666666666666666,120,1.0,0.07058855357926669,0.5166666666666667
1735,603129,春风动力,2026-07-14,2026-07-14,518,-0.019851208522860472,0.3333333333333333,180,10.0,0.03573566823804608,0.7166666666666667,-0.00514068081383119,0.4666666666666667,180,0.1,0.052870253611233424,0.75
1736,002588,史丹利,2026-07-14,2026-07-14,518,-0.019854043984528398,0.2,120,10.0,0.045200203533014315,0.45,-0.045476497501181594,0.11666666666666667,120,10.0,0.0570551922235272,0.65
1737,600495,晋西车轴,2026-07-14,2026-07-14,518,-0.01987015312012736,0.21666666666666667,240,10.0,0.027834829260391786,0.6833333333333333,-0.07373455216032929,0.05,120,10.0,0.04016531070405414,0.7
1738,001311,多利科技,2026-07-14,2026-07-14,518,-0.019917862956303184,0.3,240,10.0,0.07024925960027972,0.6833333333333333,-0.10564658901052569,0.06666666666666667,240,10.0,0.08565652327111642,0.7666666666666667
1739,000858,五 粮 液,2026-07-14,2026-07-14,518,-0.019954460409114083,0.11666666666666667,240,10.0,0.026961904905691312,0.8333333333333334,-0.0442807406203418,0.05,240,0.1,0.035312867894368764,0.95
1740,600515,海南机场,2026-07-14,2026-07-14,518,-0.02002112215675499,0.16666666666666666,120,10.0,0.02105377871403844,0.8,-0.03414428463403041,0.1,120,10.0,0.025635672955730587,0.8833333333333333
1741,600305,恒顺醋业,2026-07-14,2026-07-14,518,-0.020080650805030645,0.13333333333333333,120,10.0,0.01759416164358879,0.6,-0.03111618424650289,0.08333333333333333,120,10.0,0.02459537400852798,0.6166666666666667
1742,600684,珠江股份,2026-07-14,2026-07-14,518,-0.020103083010044518,0.08333333333333333,180,10.0,0.028210120852634715,0.7666666666666667,-0.03575249682462672,0.1,120,10.0,0.038842647119105636,0.9166666666666666
1743,000571,新大洲A,2026-07-14,2026-07-14,518,-0.020168732812532505,0.3333333333333333,180,10.0,0.07347666061364132,0.5166666666666667,0.015779832132175885,0.43333333333333335,180,10.0,0.0967589722040463,0.5166666666666667
1744,605358,立昂微,2026-07-14,2026-07-14,518,-0.020183970871911573,0.5,240,10.0,0.09131710555868626,0.7,-0.07991376026728836,0.45,120,10.0,0.1264684939930936,0.7833333333333333
1745,000715,中兴商业,2026-07-14,2026-07-14,518,-0.020213090644274963,0.16666666666666666,120,10.0,0.03960638993693723,0.48333333333333334,-0.02754028504187167,0.21666666666666667,120,10.0,0.06038336265845096,0.7
1746,002158,汉钟精机,2026-07-14,2026-07-14,518,-0.020222197386880126,0.5833333333333334,120,10.0,0.08087135392119583,0.6666666666666666,0.06796293480570809,0.9166666666666666,120,10.0,0.12800525453062464,0.7333333333333333
1747,601077,渝农商行,2026-07-14,2026-07-14,518,-0.020235519745675477,0.2,240,10.0,0.028778922875775274,0.5833333333333334,-0.033916226537447455,0.11666666666666667,240,10.0,0.03844469214094114,0.5666666666666667
1748,603005,晶方科技,2026-07-14,2026-07-14,518,-0.020256029954311583,0.5333333333333333,120,10.0,0.08397121402466202,0.6166666666666667,-0.03535257275235205,0.6166666666666667,120,10.0,0.11349356076517297,0.6666666666666666
1749,603508,思维列控,2026-07-14,2026-07-14,513,-0.020270535912775965,0.21666666666666667,120,10.0,0.039164772130754845,0.5,-0.029789541655452893,0.21666666666666667,120,10.0,0.051844955765523136,0.6333333333333333
1750,002858,力盛体育,2026-07-14,2026-07-14,518,-0.020276086127659673,0.23333333333333334,120,10.0,0.052670367813472535,0.5666666666666667,-0.04382801147395427,0.03333333333333333,120,10.0,0.07359230875146931,0.6833333333333333
1751,000401,金隅冀东,2026-07-14,2026-07-14,518,-0.020293427472249548,0.25,120,10.0,0.0295732000047129,0.75,-0.04719691328928244,0.11666666666666667,120,10.0,0.0402960492547649,0.9333333333333333
1752,002290,禾盛新材,2026-07-14,2026-07-14,518,-0.020297953986417597,0.43333333333333335,120,10.0,0.07375834352084154,0.6166666666666667,0.09197291506359201,0.7333333333333333,120,10.0,0.10509446993457594,0.6833333333333333
1753,603325,博隆技术,2026-07-14,2026-07-14,518,-0.0203366628012166,0.3,120,10.0,0.055421755565079646,0.55,-0.06837977728242287,0.18333333333333332,120,1.0,0.06966534638662858,0.6166666666666667
1754,002291,遥望科技,2026-07-14,2026-07-14,518,-0.02035496728982817,0.13333333333333333,180,10.0,0.047145139230688575,0.5333333333333333,-0.003290959106251032,0.1,180,10.0,0.08072041435100807,0.6166666666666667
1755,000788,北大医药,2026-07-14,2026-07-14,518,-0.020386089553098754,0.13333333333333333,240,10.0,0.044080179713485705,0.48333333333333334,-0.034672237481914045,0.08333333333333333,240,10.0,0.0573557097557836,0.48333333333333334
1756,600773,西藏城投,2026-07-14,2026-07-14,518,-0.020389168470667775,0.2833333333333333,180,0.1,0.09003768600622038,0.6166666666666667,-0.020224052954083607,0.23333333333333334,180,0.1,0.16119612959701188,0.6333333333333333
1757,600127,金健米业,2026-07-14,2026-07-14,518,-0.020408860014904107,0.2,120,1.0,0.03851825246770199,0.5333333333333333,-0.04708732524662876,0.08333333333333333,120,1.0,0.04692697563337398,0.6666666666666666
1758,601665,齐鲁银行,2026-07-14,2026-07-14,518,-0.0204168757437798,0.31666666666666665,240,1.0,0.027286883824954165,0.6333333333333333,-0.04786155944975486,0.25,240,0.1,0.03688562950601115,0.7333333333333333
1759,002694,顾地科技,2026-07-14,2026-07-14,517,-0.020436110969899484,0.18333333333333332,120,0.1,0.04178858071888694,0.75,-0.04699454935293678,0.1,180,10.0,0.048824339396428725,0.7833333333333333
1760,002184,海得控制,2026-07-14,2026-07-14,518,-0.020474787547147138,0.35,120,0.1,0.0322671089961784,0.75,0.01807798815010872,0.7833333333333333,120,0.1,0.034362242101490845,0.75
1761,002526,山东矿机,2026-07-14,2026-07-14,518,-0.020485188676072075,0.11666666666666667,120,10.0,0.03048942595873961,0.7166666666666667,-0.06623455191486112,0.016666666666666666,240,0.1,0.04399962231820661,0.6
1762,600185,珠免集团,2026-07-14,2026-07-14,518,-0.02050969091902974,0.15,120,10.0,0.03817711960909586,0.45,-0.020051499672322115,0.16666666666666666,120,10.0,0.052232849985209405,0.5333333333333333
1763,001400,江顺科技,2026-07-14,2026-07-14,296,-0.020512908521890277,0.18333333333333332,120,10.0,0.1381221262918423,0.45,-0.0093212693135745,0.2,120,0.1,0.1884092208479452,0.6833333333333333
1764,003012,东鹏控股,2026-07-14,2026-07-14,518,-0.020523774005269845,0.21666666666666667,180,10.0,0.02663007413069807,0.8166666666666667,-0.05358171635105668,0.11666666666666667,180,10.0,0.046214070306509765,0.8666666666666667
1765,600039,四川路桥,2026-07-14,2026-07-14,518,-0.020534749159314716,0.3,120,10.0,0.03599673627617079,0.9,-0.011771047233211237,0.43333333333333335,120,10.0,0.04789794941348856,0.7666666666666667
1766,603237,五芳斋,2026-07-14,2026-07-14,518,-0.020561347091236658,0.18333333333333332,120,10.0,0.0297851758965618,0.75,-0.029696223979509544,0.21666666666666667,120,10.0,0.05570608048829914,0.65
1767,601311,骆驼股份,2026-07-14,2026-07-14,518,-0.02057025650291886,0.2,240,10.0,0.03416139040064301,0.5166666666666667,-0.0331549849510909,0.2,120,1.0,0.04290649183701745,0.7333333333333333
1768,000686,东北证券,2026-07-14,2026-07-14,518,-0.020637490589566612,0.2833333333333333,120,10.0,0.03195635908130281,0.6833333333333333,-0.0017064545065669998,0.5333333333333333,120,10.0,0.03986525195171144,0.7
1769,000983,山西焦煤,2026-07-14,2026-07-14,518,-0.020639338794120887,0.3333333333333333,120,10.0,0.051118745351322145,0.5833333333333334,-0.0666991984873418,0.15,120,0.1,0.057331623218345375,0.7166666666666667
1770,002093,国脉科技,2026-07-14,2026-07-14,518,-0.020647647579899,0.2,180,10.0,0.03844868058264909,0.6333333333333333,-0.06343717513695996,0.03333333333333333,180,1.0,0.05446546977372366,0.75
1771,002218,拓日新能,2026-07-14,2026-07-14,518,-0.02069051947366035,0.1,240,10.0,0.0616772143768306,0.35,-0.0014265467124958357,0.13333333333333333,240,10.0,0.10443294263980735,0.4
1772,603658,安图生物,2026-07-14,2026-07-14,518,-0.020706892147008632,0.23333333333333334,180,1.0,0.02457999437426506,0.65,-0.03339321808541966,0.15,120,1.0,0.02335118640298203,0.7166666666666667
1773,000731,四川美丰,2026-07-14,2026-07-14,518,-0.020738287681821843,0.21666666666666667,120,10.0,0.038397135161509804,0.6166666666666667,-0.07212012794404957,0.08333333333333333,120,10.0,0.04827159934345806,0.7166666666666667
1774,601686,友发集团,2026-07-14,2026-07-14,518,-0.02073952856354835,0.2,120,10.0,0.024467596051411713,0.65,-0.026129976313644054,0.15,120,1.0,0.030731796607391663,0.6666666666666666
1775,600363,联创光电,2026-07-14,2026-07-14,518,-0.02074275456629297,0.23333333333333334,180,10.0,0.07739656354599665,0.6166666666666667,0.012696991833685597,0.4,120,10.0,0.09241873706041578,0.5833333333333334
1776,603069,海汽集团,2026-07-14,2026-07-14,518,-0.020743935770110154,0.21666666666666667,240,10.0,0.0503155791784416,0.5166666666666667,-0.014432519058637967,0.26666666666666666,120,10.0,0.07244504874848963,0.6333333333333333
1777,000750,国海证券,2026-07-14,2026-07-14,518,-0.02079455932276988,0.21666666666666667,120,10.0,0.02457340554338827,0.55,-0.009793259009323395,0.36666666666666664,120,10.0,0.028529336828946775,0.65
1778,603656,泰禾智能,2026-07-14,2026-07-14,518,-0.02081068905600872,0.2,120,10.0,0.02668102041401239,0.5333333333333333,-0.004540014946046143,0.2,180,10.0,0.0311039310797659,0.7
1779,002595,豪迈科技,2026-07-14,2026-07-14,518,-0.02081162778714127,0.3,240,10.0,0.058789653483679274,0.7166666666666667,-0.04810562871922725,0.2,240,10.0,0.08460238440708306,0.9333333333333333
1780,600919,江苏银行,2026-07-14,2026-07-14,518,-0.02082443405363693,0.16666666666666666,240,1.0,0.017645191989577116,0.6166666666666667,-0.04079019170136324,0.06666666666666667,240,0.1,0.022923832852216615,0.65
1781,000728,国元证券,2026-07-14,2026-07-14,518,-0.020828998700271113,0.25,180,10.0,0.029253210267781722,0.6333333333333333,-0.021562573235037387,0.36666666666666664,180,10.0,0.036384261392924416,0.6833333333333333
1782,003029,吉大正元,2026-07-14,2026-07-14,518,-0.020841047891915522,0.25,120,10.0,0.030590106421246818,0.6666666666666666,-0.04244441522769287,0.2,120,10.0,0.04745956601552968,0.75
1783,002178,延华智能,2026-07-14,2026-07-14,518,-0.020867994634153977,0.13333333333333333,180,10.0,0.04057615947291649,0.5333333333333333,-0.172603274879176,0.0,120,0.1,0.04636069393741006,0.75
1784,000538,云南白药,2026-07-14,2026-07-14,518,-0.020898120999604357,0.16666666666666666,120,1.0,0.02143214072107448,0.6166666666666667,-0.025237492433177116,0.15,120,1.0,0.024845011844454024,0.7166666666666667
1785,002054,德美化工,2026-07-14,2026-07-14,518,-0.020928951765545847,0.13333333333333333,120,10.0,0.051519443469874186,0.36666666666666664,-0.02670116305332542,0.06666666666666667,120,10.0,0.08168427028734344,0.4166666666666667
1786,001207,联科科技,2026-07-14,2026-07-14,518,-0.020943857530875153,0.38333333333333336,180,10.0,0.05162221730892332,0.55,-0.0349726299825475,0.38333333333333336,240,10.0,0.0822813612446292,0.8166666666666667
1787,002095,生 意 宝,2026-07-14,2026-07-14,518,-0.021026174490408757,0.15,240,10.0,0.0354732925528355,0.5333333333333333,-0.04074957923694608,0.03333333333333333,120,10.0,0.052427567264560444,0.5
1788,603029,天鹅股份,2026-07-14,2026-07-14,518,-0.021074788676815434,0.13333333333333333,120,0.1,0.03749731337213913,0.6,-0.0390253377851898,0.05,120,0.1,0.05144493206889651,0.6833333333333333
1789,002671,龙泉股份,2026-07-14,2026-07-14,518,-0.021090147684868523,0.13333333333333333,120,10.0,0.026230778611891655,0.6,-0.04984194071707018,0.1,120,10.0,0.03759246831074338,0.7833333333333333
1790,001217,华尔泰,2026-07-14,2026-07-14,518,-0.021097764757931216,0.1,180,10.0,0.0474963056448737,0.31666666666666665,-0.08640924483000766,0.03333333333333333,180,0.1,0.05130933850121488,0.7166666666666667
1791,600764,中国海防,2026-07-14,2026-07-14,518,-0.02122616100142877,0.11666666666666667,240,10.0,0.03779148802565722,0.5,0.021402725106240708,0.31666666666666665,120,10.0,0.04887881668213899,0.7833333333333333
1792,600826,兰生股份,2026-07-14,2026-07-14,518,-0.021289961702567934,0.38333333333333336,180,10.0,0.05056579801131272,0.5833333333333334,-0.031414368789001744,0.23333333333333334,180,10.0,0.05709899735110051,0.7666666666666667
1793,600391,航发科技,2026-07-14,2026-07-14,518,-0.021298181374729403,0.3,180,10.0,0.08784948239767866,0.5166666666666667,-0.060631129083461674,0.15,180,10.0,0.08974577111979293,0.5333333333333333
1794,603127,昭衍新药,2026-07-14,2026-07-14,518,-0.02134658663863971,0.4666666666666667,240,10.0,0.055591434657046974,0.6833333333333333,-0.062319782688656726,0.4,180,1.0,0.0809476139796133,0.7166666666666667
1795,603369,今世缘,2026-07-14,2026-07-14,518,-0.02136379357415885,0.55,240,10.0,0.04265735591294601,0.6,-0.009500459776077337,0.7333333333333333,120,10.0,0.062015472323676234,0.55
1796,001231,农心科技,2026-07-14,2026-07-14,518,-0.02137261497550855,0.13333333333333333,120,10.0,0.05146544636698123,0.38333333333333336,-0.017444405166508355,0.11666666666666667,120,10.0,0.0813089966034885,0.48333333333333334
1797,603876,鼎胜新材,2026-07-14,2026-07-14,518,-0.021379623794153174,0.3,120,0.1,0.06696860102977115,0.6333333333333333,-0.10254371416773025,0.15,120,0.1,0.0819927811047059,0.7
1798,603527,众源新材,2026-07-14,2026-07-14,518,-0.021407236094975562,0.45,240,0.1,0.07263892235430609,0.5666666666666667,-0.07258620851518888,0.31666666666666665,120,1.0,0.07693083114448988,0.6833333333333333
1799,600774,汉商集团,2026-07-14,2026-07-14,518,-0.02142123237021389,0.06666666666666667,120,10.0,0.0350772603776703,0.5666666666666667,-0.03495489278689862,0.08333333333333333,120,10.0,0.06270626451965458,0.5
1800,002399,海普瑞,2026-07-14,2026-07-14,518,-0.02142539416547647,0.2,120,10.0,0.026039067331769267,0.6,-0.033590004009306076,0.23333333333333334,120,10.0,0.043624183443783986,0.6666666666666666
1801,002777,久远银海,2026-07-14,2026-07-14,518,-0.021437003624401076,0.16666666666666666,180,10.0,0.0342932333659144,0.7333333333333333,-0.03861018596636702,0.13333333333333333,120,10.0,0.052920783647107374,0.7
1802,603357,设计总院,2026-07-14,2026-07-14,518,-0.021437762432826447,0.08333333333333333,180,10.0,0.030927971333586362,0.5833333333333334,-0.04715730022925765,0.03333333333333333,120,10.0,0.041170124286177875,0.6666666666666666
1803,600511,国药股份,2026-07-14,2026-07-14,518,-0.021483422724210596,0.15,180,10.0,0.021874274550639394,0.5333333333333333,-0.028823726619945277,0.05,180,10.0,0.02532653712782984,0.5333333333333333
1804,600250,南京商旅,2026-07-14,2026-07-14,503,-0.021494724326698696,0.06666666666666667,240,0.1,0.03705838638509188,0.5666666666666667,-0.06976461648141645,0.016666666666666666,240,0.1,0.07875089370613057,0.4666666666666667
1805,601107,四川成渝,2026-07-14,2026-07-14,508,-0.021495653950820395,0.3,240,0.1,0.03345945302940588,0.6333333333333333,-0.02748127568053088,0.3333333333333333,240,0.1,0.05160636412457087,0.65
1806,605008,长鸿高科,2026-07-14,2026-07-14,509,-0.02150361740760979,0.3333333333333333,240,0.1,0.03204719244082973,0.5666666666666667,-0.03445496942689756,0.31666666666666665,180,0.1,0.04095879151684804,0.5166666666666667
1807,603860,中公高科,2026-07-14,2026-07-14,518,-0.02150677860346798,0.15,120,1.0,0.029276229195505585,0.6166666666666667,-0.01688970532471056,0.3,120,0.1,0.045597603951909184,0.65
1808,600051,宁波联合,2026-07-14,2026-07-14,518,-0.02151136473301337,0.11666666666666667,180,0.1,0.03591380788812051,0.5666666666666667,-0.05009708092557884,0.03333333333333333,120,0.1,0.05159049541336423,0.7166666666666667
1809,002778,中晟高科,2026-07-14,2026-07-14,513,-0.02152902239104188,0.11666666666666667,120,10.0,0.03298925477837534,0.6166666666666667,-0.04702379838807595,0.03333333333333333,120,10.0,0.04811805248256515,0.5833333333333334
1810,600776,东方通信,2026-07-14,2026-07-14,518,-0.021533284883922244,0.26666666666666666,180,10.0,0.07150946892325145,0.5,-0.006954804298893936,0.31666666666666665,180,10.0,0.0988925448604233,0.5333333333333333
1811,601089,福元医药,2026-07-14,2026-07-14,518,-0.021584573358485435,0.3,240,10.0,0.0460329563570381,0.5333333333333333,-0.023071311191267433,0.31666666666666665,240,10.0,0.0777780173852749,0.5166666666666667
1812,600519,贵州茅台,2026-07-14,2026-07-14,518,-0.021657313507554683,0.06666666666666667,240,10.0,0.028233333378271847,0.36666666666666664,-0.0625791698519491,0.03333333333333333,180,0.1,0.03780239108979382,0.5
1813,000651,格力电器,2026-07-14,2026-07-14,518,-0.021691038121832942,0.3,120,10.0,0.019442663142977424,0.7,-0.044142442578978425,0.2,120,10.0,0.026051078505844375,0.7666666666666667
1814,600780,通宝能源,2026-07-14,2026-07-14,518,-0.021715602523250686,0.31666666666666665,240,1.0,0.05231401004542362,0.6,-0.015218048466115967,0.26666666666666666,240,0.1,0.05959649545916864,0.6166666666666667
1815,603689,皖天然气,2026-07-14,2026-07-14,518,-0.02172160889656234,0.16666666666666666,240,10.0,0.02449137660933677,0.7,-0.04687705994600173,0.05,240,0.1,0.034792143812675924,0.75
1816,000869,张  裕Ａ,2026-07-14,2026-07-14,518,-0.02176242663025641,0.11666666666666667,120,10.0,0.01806587980478701,0.7666666666666667,-0.0137857444780805,0.11666666666666667,120,1.0,0.020104229833159976,0.8333333333333334
1817,600720,中交设计,2026-07-14,2026-07-14,518,-0.02176255724678694,0.13333333333333333,240,10.0,0.031456809820100004,0.48333333333333334,-0.13016827508448164,0.03333333333333333,120,0.1,0.038053324632144184,0.7666666666666667
1818,002958,青农商行,2026-07-14,2026-07-14,518,-0.02180343847346326,0.05,120,10.0,0.017049349235678194,0.55,-0.05162403023766238,0.0,120,0.1,0.018811689477959484,0.7166666666666667
1819,002405,四维图新,2026-07-14,2026-07-14,518,-0.021829139435217595,0.18333333333333332,240,10.0,0.03730437875355128,0.6333333333333333,-0.027615733953248713,0.15,240,10.0,0.05975452111265767,0.7
1820,002271,东方雨虹,2026-07-14,2026-07-14,518,-0.021856772257224374,0.16666666666666666,240,10.0,0.052303756277184324,0.6,-0.06280587060638573,0.016666666666666666,240,1.0,0.05615908090633546,0.65
1821,600318,新力金融,2026-07-14,2026-07-14,518,-0.021876808341073355,0.26666666666666666,240,10.0,0.03274143548383418,0.6666666666666666,-0.05589249138695748,0.13333333333333333,180,1.0,0.04335643162959514,0.75
